[04-11-2015, 11:28:12] Phons Berkemeijer: ‎Phons Berkemeijer heeft deze groep gemaakt
[19-07-2020, 18:01:39] Anthony van Tilburg: Lekker gevoel toch! Ik voel me net als Latifi (die is nl. ook Canadees)!🤪
[19-07-2020, 18:08:27] Phons Berkemeijer: Ach Ant, er komen nog de nodige races.... kansen zat.
[19-07-2020, 20:37:51] Madeleine: Ik voel me net Vettel. 😩
[19-07-2020, 20:38:21] Anja Berkemeijer: Nou daar kan ik me niks bij voorstellen!
[19-07-2020, 20:39:20] Anja Berkemeijer: Of bedoel je dat jij ook in een beter stoeltje komt?😇
[19-07-2020, 20:41:34] Madeleine: Van de troon gestoten 😂. Stoeltje is nog maar afwachten
[19-07-2020, 20:42:33] Anja Berkemeijer: Nee komt goed!
[19-07-2020, 20:45:58] Phons Berkemeijer: 😂😂
[19-07-2020, 23:23:09] Madeleine: Heb even overlegt om een dagje af te spreken.  Komt 1aug uit?
[19-07-2020, 23:23:56] Phons Berkemeijer: Wij kunnen
[19-07-2020, 23:25:43] Madeleine: Mooi.  Dan noteren we het.
‎[19-07-2020, 23:52:46] Anja Berkemeijer: ‎GIF weggelaten
[20-07-2020, 09:04:07] Madeleine: 😂😂
[29-07-2020, 22:43:45] Phons Berkemeijer: https://www.landal.nl/aanbiedingen/hema/voorwaarden
[29-07-2020, 22:43:58] Phons Berkemeijer: Moet wel snel?
‎[29-07-2020, 22:46:02] Phons Berkemeijer: ‎afbeelding weggelaten
[29-07-2020, 23:41:15] Madeleine: Da's heel snel🤣
[29-07-2020, 23:43:17] Madeleine: Wat zijn de plannen voor zaterdag? Here  there everywhere🤩
[29-07-2020, 23:45:42] Phons Berkemeijer: Wat jullie willen. Echter zijn er hier 4 katten en er is vanaf een uur of 4 (16.00 uur) een feest. Evelien viert met vrienden alvast haar verjaardag. 
Dus lijkt het beter dat wij naar jullie komen.
[29-07-2020, 23:46:40] Anthony van Tilburg: Deal!
[29-07-2020, 23:47:09] Phons Berkemeijer: 😂😂👍
[29-07-2020, 23:47:28] Phons Berkemeijer: Maken jullie een programma ?
[29-07-2020, 23:51:59] Madeleine: Zoals  het er nu naar uit ziet hebben wij een empty house. 🤩 Kan zo veranderen hoor 😱. We zullen het programma in een excelletje zetten.
[29-07-2020, 23:52:19] Madeleine: En asap doorsturen
[29-07-2020, 23:53:15] Phons Berkemeijer: Rustig aan maar hoor. Als we het vrijdag weten is oké.
[29-07-2020, 23:53:43] Madeleine: Asap dan kun je je er mentaal op voorbereiden
[29-07-2020, 23:57:29] Phons Berkemeijer: Oh fijn.
[30-07-2020, 10:54:24] Anthony van Tilburg: Golf 9 holes te Wilnis kunnen regelen. Start 15:40. Hoeven we niet te haasten en op tijd weer terug. OK Phonske?
[30-07-2020, 10:54:55] Anja Berkemeijer: Maar 9 ?
[30-07-2020, 10:55:40] Anthony van Tilburg: Anders zijn we pas om 20:00 terug!
[30-07-2020, 10:55:52] Anthony van Tilburg: Das toch niet gezellig?
[30-07-2020, 10:56:01] Anja Berkemeijer: Zie het probleem  niet😂😂😂😂
[30-07-2020, 10:56:33] Anja Berkemeijer: Ik neem aan dat het goed is.
[30-07-2020, 10:59:15] Madeleine: 😳
[30-07-2020, 10:59:39] Madeleine: Ik ook niet🤩🤭😂😂
[30-07-2020, 11:00:48] Anja Berkemeijer: Maar ja de vraag is aan phonske @⁨Madeleine⁩ 🤭
[30-07-2020, 11:01:27] Madeleine: I know 😉
[30-07-2020, 11:02:10] Madeleine: Je mag om 8 uur komen hoor.  Anders is het zo kort
[30-07-2020, 11:02:33] Madeleine: Zet ik mijn wekker🤣
[30-07-2020, 11:03:19] Anja Berkemeijer: Wij zitten nooit in het overleg hè?
Zo laat gaan we golfen.
Het is dat we zo flexibel zijn
[30-07-2020, 11:03:54] Madeleine: Da's wel fijn he voor de heren
[30-07-2020, 11:04:04] Anja Berkemeijer: Even inslaan natuurlijk dusse half drie bij jullie?
[30-07-2020, 11:05:08] Anja Berkemeijer: Ant denkt natuurlijk ik laat dit aan me voorbij gaan?😂
[30-07-2020, 11:06:48] Madeleine: Zou je denken🤓
[30-07-2020, 11:07:02] Anja Berkemeijer: Jep
[30-07-2020, 11:21:18] Phons Berkemeijer: Oke even serieus! Hoe laat ontbijt?
[30-07-2020, 11:21:43] Madeleine: 10 uur
[30-07-2020, 11:22:42] Phons Berkemeijer: Prima Ant!🕺🏼🏌🏾‍♂️
[30-07-2020, 11:35:30] Anja Berkemeijer: Serieus dus😇
[30-07-2020, 11:46:51] Phons Berkemeijer: Missen we dan qualifying?
[30-07-2020, 12:09:06] Madeleine: Wat mij betreft ok. Als jullie liever later willen ook prima.   Liever Brunch? 10.30 🤣🤣  





Grapje 😍
[30-07-2020, 12:10:49] Anja Berkemeijer: 😂😂😂😂
[30-07-2020, 13:07:00] Anthony van Tilburg: 9 of 18 holes kan altijd qualifying!
[30-07-2020, 14:36:27] Phons Berkemeijer: Ik vind alles goed.
[31-07-2020, 11:04:43] Phons Berkemeijer: Iets om even aan Ant te laten zien!
https://www.facebook.com/TheSportsmancom/videos/711919069653654/?vh=e
[31-07-2020, 11:24:31] Anthony van Tilburg: Hilarisch 😂
[31-07-2020, 11:25:05] Phons Berkemeijer: Ja vond ik ook. Die verbaasde blik van die golfer 🏌🏿‍♀️
[31-07-2020, 21:09:28] Phons Berkemeijer: Excel? Gemist?
[31-07-2020, 21:20:30] Madeleine: Probeer te videobellen maar  geen Berkemeijertjes online😟
[31-07-2020, 23:02:05] Phons Berkemeijer: Mogen we nog terugkomen op het besluit om te blijven slapen?
[31-07-2020, 23:20:38] Anthony van Tilburg: Jullie wel, maar voel je tot niets verplicht!
[31-07-2020, 23:24:56] Phons Berkemeijer: Nou we vinden het wel lekker.
[31-07-2020, 23:25:55] Phons Berkemeijer: Effe eruit. Dus graag. 
Maar dan zijn we mogelijk ietsje later. Rond 13.00 uur denk ik.
[31-07-2020, 23:28:32] Madeleine: 😉Helemaal goed.  We zien jullie wel verschijnen   ☺️
[31-07-2020, 23:29:44] Anja Berkemeijer: Gezellig!
We brengen onze eigen dekbedden en kussen mee. 
Dus als je een hoeslaken hebt?
Anders brengen we die ook mee
[31-07-2020, 23:30:57] Madeleine: No  probleem bedje is al gespreid.  Maar als je voorkeur voor eigen hebt begrijpen we dat🤩
[31-07-2020, 23:31:20] Anja Berkemeijer: Heb je het al klaar?
[31-07-2020, 23:31:38] Anja Berkemeijer: Dan alleen kussen 😉
[31-07-2020, 23:31:56] Phons Berkemeijer: Nou Anja dan kunnen we toch om  10 uur weg😂😂
[31-07-2020, 23:32:03] Anja Berkemeijer: 😂😂😂😂😂
[31-07-2020, 23:32:11] Anja Berkemeijer: Neen
[31-07-2020, 23:32:35] Madeleine: Jep
[31-07-2020, 23:32:59] Anja Berkemeijer: 👍
[31-07-2020, 23:33:38] Madeleine: Voor het geval dat er spontaan een kind krijgt slapen.
[31-07-2020, 23:33:52] Madeleine: Blijft
‎[31-07-2020, 23:34:31] Anja Berkemeijer: ‎GIF weggelaten
[31-07-2020, 23:35:10] Anja Berkemeijer: Ga nu echt slapen 🙋
Tot morgen!
[31-07-2020, 23:43:26] Madeleine: Trusten
[01-08-2020, 11:53:33] Anja Berkemeijer: Verwachte aankomsttijd 13.00 uur
[01-08-2020, 11:55:24] Madeleine: 👍🏼
[01-08-2020, 16:57:59] Phons Berkemeijer: We lopen 18
‎[01-08-2020, 17:18:16] Phons Berkemeijer: ‎afbeelding weggelaten
[01-08-2020, 17:18:39] Madeleine: Mooi
[01-08-2020, 17:18:59] Anja Berkemeijer: Ff door heren!
[01-08-2020, 18:41:11] Phons Berkemeijer: Hole 15🥵🥵
[01-08-2020, 19:41:45] Phons Berkemeijer: Klaar
[01-08-2020, 19:41:57] Phons Berkemeijer: Komen nu naar jullie
[02-08-2020, 22:49:45] Phons Berkemeijer: Veilig thuis! Leuke video!
Hartelijk dank voor jullie gastvrijheid en gezelligheid. 😘
[02-08-2020, 22:50:39] Madeleine: Graag gedaan.  Was vanouds weer heel gezellig😍
[02-08-2020, 22:55:23] Anja Berkemeijer: Sluit me bij beide aan😉
‎[06-08-2020, 21:51:35] Phons Berkemeijer: ‎afbeelding weggelaten
[07-08-2020, 00:47:47] Anthony van Tilburg: I know! Zondag heb ik een golfwedstrijd!🏌️⛳️🏆
[07-08-2020, 00:50:38] Phons Berkemeijer: Oké
[07-08-2020, 09:59:27] Madeleine: Gefeliciteerd met de verjaardag van Evelien.  Tis weer🌞🌞 voor een poolparty🏊🏻‍♀️🏊🏼‍♂️😉
[07-08-2020, 11:23:56] Anja Berkemeijer: Dank u.
Natuurlijk ben je ook alleen van harte welkom hè madeleine 🏊‍♀️
[07-08-2020, 11:42:05] Anja Berkemeijer: Of met de kids😉
[07-08-2020, 12:13:42] Madeleine: Dank u 🏊🏻‍♀️. Dat vermoedde ik al😉.
‎[11-08-2020, 20:22:24] Phons Berkemeijer: ‎afbeelding weggelaten
[11-08-2020, 20:23:42] Anthony van Tilburg: Idee is hetzelfde, alleen is de slang van mij veel dunner zo lijkt het!
[11-08-2020, 21:52:28] Phons Berkemeijer: Oké.
[13-09-2020, 16:48:27] Phons Berkemeijer: Ik houd geen team meer over....
Dnf. Voor Verstappen, gasly en Stroll
[13-09-2020, 16:48:39] Phons Berkemeijer: 🤬🤬🤬🥵
[15-09-2020, 11:40:57] Anthony van Tilburg: Golf gereserveerd bij de bij ons bekende Golfhorst, voor Zaterdag en Zondag!
[15-09-2020, 11:41:21] Anthony van Tilburg: Za 12:10/ Zo 13:30
[15-09-2020, 11:46:52] Phons Berkemeijer: Prima! Ik hoop mee te kunnen. 
Om eerlijk te zijn zit ik sinds zondag thuis met de zgn. verdachte klachten. Bronchitis hoestje. 
Ben nu net terug van de Coronatest en heb met 48 uur de uitslag. Dus vrijdag als alles goed is er helemaal klaar voor. 
Ik voel me niet echt ziek maar omdat ik met zoveel mensen in contact kom heb ik even het zekere voor het onzekere genomen.
[15-09-2020, 12:25:17] Madeleine: Oh das nie fijn 😬. 🤞🏼dan maar.
[15-09-2020, 12:25:35] Phons Berkemeijer: Ja ff duimen
‎[16-09-2020, 11:37:02] Phons Berkemeijer: ‎afbeelding weggelaten
[16-09-2020, 11:59:44] Anthony van Tilburg: Pffffffff
[16-09-2020, 12:00:00] Anthony van Tilburg: Geweldig nieuws!
[16-09-2020, 12:00:05] Madeleine: Toppie.  Hoef ik niet met Anth te gaan⛳
[16-09-2020, 12:00:08] Phons Berkemeijer: Ja jullie waren nog het spannendste
[16-09-2020, 12:00:16] Phons Berkemeijer: 😂😂
[16-09-2020, 12:00:28] Phons Berkemeijer: Anja vreesde ook al
[16-09-2020, 12:01:13] Madeleine: Af en toe zit  het mee 🤩
‎[16-09-2020, 12:12:22] Anja Berkemeijer: ‎GIF weggelaten
[18-09-2020, 15:15:46] Phons Berkemeijer: Jullie zitten allang in de de auto natuurlijk!¿
[18-09-2020, 15:15:53] Phons Berkemeijer: 🧐
[18-09-2020, 16:01:56] Anthony van Tilburg: Yep, file🚗🚗🚗
[18-09-2020, 16:02:28] Anthony van Tilburg: Nu bij Zaltbommel! ETA: 17:00!
[18-09-2020, 16:05:07] Anja Berkemeijer: Wij nog niet in de file, ETA 16.32
[18-09-2020, 16:06:12] Anthony van Tilburg: Dan zijn voor de verandering laatst!😇😇😇
[18-09-2020, 16:06:48] Anthony van Tilburg: *zijn wij voor
[18-09-2020, 16:06:55] Anja Berkemeijer: We zullen zien
[18-09-2020, 16:42:49] Anja Berkemeijer: Nr 134
[18-09-2020, 16:43:27] Anthony van Tilburg: Mooi weer daar op nummertje 134?
[18-09-2020, 16:43:33] Anja Berkemeijer: Even een dagpas vragen voor de slagboom. 
Mag maar 1 auto per huisje blijven staan
[18-09-2020, 16:43:44] Anthony van Tilburg: Oké
[19-09-2020, 16:39:13] Phons Berkemeijer: Wij zijn onderweg naar het huisje. Net klaar. Jullie nog aan het shoppen?
‎[19-09-2020, 18:00:11] Anja Berkemeijer: ‎afbeelding weggelaten
‎[21-09-2020, 11:31:30] Anja Berkemeijer: ‎afbeelding weggelaten
[21-09-2020, 17:56:47] Phons Berkemeijer: Waar parkeren jullie?
[21-09-2020, 17:56:56] Phons Berkemeijer: Wij rijden nu aan
[21-09-2020, 17:57:04] Madeleine: Mooi wij ook
[21-09-2020, 17:57:14] Madeleine: Mathildelaan
[21-09-2020, 17:57:24] Phons Berkemeijer: Parkeergarage?
[21-09-2020, 17:57:29] Madeleine: Verwachte aankomst 18.11uur
[21-09-2020, 17:57:42] Phons Berkemeijer: Das snel
[21-09-2020, 17:57:46] Madeleine: Ja.  Is bewaakt en kun je elektrische parkeren
[21-09-2020, 17:57:59] Phons Berkemeijer: Oké
[21-09-2020, 17:58:15] Phons Berkemeijer: Dat is bij de mediamarkt?
[21-09-2020, 17:58:22] Madeleine: Ja
[21-09-2020, 17:58:26] Phons Berkemeijer: Anthony zegt Roger
[21-09-2020, 17:58:45] Madeleine: Check Jack
[21-09-2020, 17:59:00] Phons Berkemeijer: Wij 18.43 uur
[21-09-2020, 17:59:01] Madeleine: En hoe laat zijn jullie er?
[21-09-2020, 17:59:07] Phons Berkemeijer: Haha
[21-09-2020, 17:59:50] Madeleine: Okido.  Zien we jullie bij het restaurant
[21-09-2020, 17:59:57] Phons Berkemeijer: Is goed
‎[21-09-2020, 18:19:22] Madeleine: ‎video weggelaten
[21-09-2020, 18:20:12] Madeleine: Qparking
[21-09-2020, 18:21:36] Phons Berkemeijer: Prima
[21-09-2020, 18:48:56] Phons Berkemeijer: Zitten jullie binnen
[21-09-2020, 20:11:50] Madeleine: https://www.landgoedbergvliet.nl/
[21-09-2020, 23:05:22] Phons Berkemeijer: Thanks guy en dolls. Was weer heerlijk ontspannen zo met jullie. Sorry dat we niet even zwaaiden bij het afbuigen. 
Wegdachten dat jullie een oprit verder zouden pakken.
[21-09-2020, 23:06:01] Phons Berkemeijer: Ps. Ant, mijn paraplu ligt denk ik nog in jouw auto.
[21-09-2020, 23:26:36] Anthony van Tilburg: No worries! Yep paraplu ligt nog steeds in de auto!
[21-09-2020, 23:27:09] Anthony van Tilburg: Het was weer een mooi lang weekend!
[21-09-2020, 23:27:16] Phons Berkemeijer: Ik maak me er ook niet druk om. Komt allemaal goed
‎[25-09-2020, 09:49:57] Phons Berkemeijer: ‎afbeelding weggelaten
[25-09-2020, 09:54:39] Phons Berkemeijer: Als jullie alles ingevuld hebben is dit het saldo van ons geweldige weekendje. Dat zou betekenen dat wij van jullie nog 280,88 - 51,42 = € 229.46.
[25-09-2020, 10:23:06] Madeleine: Mooi.  Ik kan alleen nog steeds niet in de app. Weet ook niet of Anth er alles😉 heeft ingezet. Straks even navragen als hij terug is van⛳⛳. Ik heb niks meer betaald🤩.  Wordt vervolgd.
[25-09-2020, 10:24:13] Madeleine: Heb de app wel opnieuw geïnstalleerd maar daar staat dit uitje niet in natuurlijk.
[25-09-2020, 10:24:34] Anja Berkemeijer: Oh hij heeft al weekend 😂😂😂
[25-09-2020, 10:25:43] Madeleine: Hij geniet af en toe al van zijn oude dag👴🏼 kan hij er een beetje inkomen🤣
[25-09-2020, 10:26:38] Anja Berkemeijer: Misschien is biljarten ook nog een optie?
[25-09-2020, 10:26:40] Phons Berkemeijer: Valt ie in ieder geval niet in een groot zwart gat😂😂
[25-09-2020, 10:27:29] Madeleine: 😂😂 en ik tegen die tijd ook niet 🥴
[25-09-2020, 10:28:12] Anja Berkemeijer: 😂😂😂
[26-09-2020, 14:57:56] Madeleine: 🏎️🏎️ mijn team verandert 😱 gaat niet goed uitpakken ben ik bang😡
[26-09-2020, 14:58:34] Anja Berkemeijer: Hamilton komt nog wel terug in drie
[26-09-2020, 14:58:40] Phons Berkemeijer: Had je voor feirrari gekozen?
[26-09-2020, 15:13:58] Madeleine: 😂😂
[26-09-2020, 15:16:08] Madeleine: Pff the hammer is back🥴 😖
[26-09-2020, 15:19:40] Anja Berkemeijer: 🤢
[26-09-2020, 15:20:32] Anja Berkemeijer: Black lives matter  thank you fans I missed you so much🤢
[26-09-2020, 16:04:23] Madeleine: 🤮
[26-09-2020, 16:39:51] Phons Berkemeijer: 26 punten nu na kwalificatie
‎[26-09-2020, 21:43:09] Anja Berkemeijer: ‎afbeelding weggelaten
[26-09-2020, 21:43:25] Anja Berkemeijer: Oké vijf strafpunten 🤭
[26-09-2020, 22:30:37] Madeleine: Oeps 🥺
[26-09-2020, 22:32:45] Anja Berkemeijer: Nee dat is wat ik hoop😂😂😂
Nog vier strafpunten en hij moet een race aan de kant blijven.
Maar kan nergens vinden wat de straf is. 
Kan ook een foei zijn
[26-09-2020, 22:37:06] Madeleine: Ha  ha wat een stunt.  Ms moet jij bij de stewards gaan zitten🤣
[26-09-2020, 22:38:37] Anja Berkemeijer: Ja maar dan zouden er heel snel nog maar weinig auto's op de baan rijden 😂😂
[26-09-2020, 23:32:45] Anja Berkemeijer: https://www.gptoday.net/nl/nieuws/f1/258114/lewis-hamilton-ontsnapt-aan-straf-en-behoudt-pole-position
[26-09-2020, 23:33:07] Anja Berkemeijer: Goed voor de punten zullen we maar denken
[27-09-2020, 09:15:44] Madeleine: 🤣🤣 alleen je eigen team🙈
[27-09-2020, 09:16:22] Anja Berkemeijer: Dat had ik nog niet bedacht 😉
[27-09-2020, 09:16:59] Phons Berkemeijer: 😂😂
[04-10-2020, 09:41:44] Madeleine: Hieper de piep... 🥳🎉 .....HOERA maak er een gezellige dag van 🧁🍰🎂
[04-10-2020, 09:53:39] Phons Berkemeijer: Dank je wel. Ja groot feest vandaag. 2x 2 bezoek🤪🥳
‎[11-10-2020, 17:25:04] Phons Berkemeijer: ‎afbeelding weggelaten
‎[11-10-2020, 17:28:15] Anthony van Tilburg: ‎afbeelding weggelaten
[11-10-2020, 17:28:36] Phons Berkemeijer: Goed zeg!
[11-10-2020, 17:29:09] Phons Berkemeijer: Ik had pech met uitval bottas
[11-10-2020, 18:52:36] Anja Berkemeijer: Wat heb jij een briljant team👍
[11-10-2020, 19:03:14] Anthony van Tilburg: Moet anders nog heel wat puntjes op jullie inhalen!🏎🏎🏎
[11-10-2020, 19:04:35] Phons Berkemeijer: Het seizoen is nog lang.
[11-10-2020, 19:04:49] Phons Berkemeijer: Kansen genoeg😜
[22-10-2020, 18:28:35] Anja Berkemeijer: En hoe is het daar?
‎[22-10-2020, 19:00:29] Madeleine: ‎video weggelaten
[22-10-2020, 19:03:02] Anja Berkemeijer: Zo zeg!
Maar de temperatuur is niet verkeerd of wel?
[22-10-2020, 19:06:02] Madeleine: Nee temperatuur is prima. Gisteren veel regen vandaag👍🏼morgen half half.  Hebben we alles gehad😂
[22-10-2020, 19:20:19] Phons Berkemeijer: Ook sneeuw?🤪
[22-10-2020, 19:49:42] Madeleine: Wat niet is kan nog komen😉
[22-10-2020, 19:50:00] Phons Berkemeijer: 😂😂
‎[23-10-2020, 13:03:49] Madeleine: ‎afbeelding weggelaten
[23-10-2020, 13:18:29] Phons Berkemeijer: Leuk! Mooi.... maar .........
Is erven golfbaan in de buurt?
[23-10-2020, 13:46:04] Anja Berkemeijer: Ja met het thuiswerken goed vertoeven
[23-10-2020, 14:08:12] Madeleine: Speciaal gebouwd om niet aan⛳🏌🏻‍♂️te denken. Weer eens wat anders🤪.
[23-10-2020, 14:08:49] Madeleine: Prima optrekje om thuis te werken.  Ik  teken ervoor😁
[23-10-2020, 14:58:52] Phons Berkemeijer: Dat geloof ik. Ziet er schitterend uit
[02-11-2020, 15:30:40] Anja Berkemeijer: ‎Anja Berkemeijer heeft de groep verlaten
[09-11-2020, 12:53:19] Anja Berkemeijer: Van harte gefeliciteerd met  Lars 🎉
[09-11-2020, 12:56:28] Anthony van Tilburg: Thanks!
[09-11-2020, 13:06:02] Madeleine: Dank u
[09-11-2020, 13:34:48] Phons Berkemeijer: Ook namens mij natuurlijk!🥳
[09-11-2020, 14:02:08] Madeleine: Dank u
‎[14-11-2020, 13:40:53] Phons Berkemeijer: ‎video weggelaten
[14-11-2020, 13:41:00] Phons Berkemeijer: Ik ben gisteren ff naar Italië geweest. Moet nu 14 dagen in quarantaine. Hierbij het bewijs.
[14-11-2020, 13:53:19] Madeleine: 😂😂 had al zo'n vermoeden dat jij het was
[14-11-2020, 13:53:35] Phons Berkemeijer: 🤪
[15-11-2020, 13:49:23] Phons Berkemeijer: Teleurstellende 54 punten. 
Wat een loterij!
Maar wel met een groot kampioen.
[15-11-2020, 14:00:16] Anthony van Tilburg: Zo is het!
[15-11-2020, 14:54:51] Madeleine: Highest scores ever 😱
[15-11-2020, 17:17:55] Phons Berkemeijer: Hoeveel dan?
[15-11-2020, 18:21:47] Madeleine: 45 was te laat met invullen race.
[15-11-2020, 18:22:55] Phons Berkemeijer: Het leeft niet echt hè¿?🤪
Ik wel maar deze race liet zich niet voorspellen.
[15-11-2020, 18:28:57] Anja Berkemeijer: 😂😂😂
[15-11-2020, 20:27:33] Madeleine: Ach ja🤔Twas zelfs zo erg dat Mats ons vertelde dat de race al begonnen  was🙈.
[15-11-2020, 20:30:44] Madeleine: Andere tijd een we  zijn van de leg🥴🤪
[15-11-2020, 20:32:33] Phons Berkemeijer: 😂😂
[15-11-2020, 20:33:51] Anja Berkemeijer: Het is verschrikkelijk!
[29-11-2020, 16:46:20] Madeleine: Jongens jongens wat een spektakel🏎️🏎️
[29-11-2020, 17:27:14] Phons Berkemeijer: Kun je wel zeggen. Samengeknepen billen
[29-11-2020, 18:16:55] Anja Berkemeijer: Wel jammer voor onze vriend weer  madeleine!😢
[29-11-2020, 18:25:01] Phons Berkemeijer: Slecht voor mijn punten
[29-11-2020, 18:26:04] Madeleine: Jep😢
[29-11-2020, 18:26:17] Madeleine: 🥴 me to
‎[29-11-2020, 18:26:46] Madeleine: ‎afbeelding weggelaten
[29-11-2020, 18:27:12] Phons Berkemeijer: 😂😂
‎[29-11-2020, 19:00:57] Phons Berkemeijer: ‎afbeelding weggelaten
[29-11-2020, 20:52:08] Anja Berkemeijer: Spannend hè?
[29-11-2020, 20:53:03] Anja Berkemeijer: Als er in de tesla kortsluiting ontstaat komt het waarschijnlijk door verbinding met een magnetische strip🙈
[29-11-2020, 21:35:45] Madeleine: 😱😂🙈. Anth gaat nog kijken of hij het kan vinden🤞🏼
[29-11-2020, 21:41:15] Madeleine: En heeft het🎂tje bij jullie ook lekker gesmaakt?
[29-11-2020, 21:51:27] Phons Berkemeijer: Heerlijk 🤤
[29-11-2020, 22:01:24] Anja Berkemeijer: Ja dacht vandaag er nog even in. 
Morgen weer op rantsoen 🙈
[29-11-2020, 22:02:24] Anja Berkemeijer: Het is een mysterie. 
Maar volgens mij kan ant hem helemaal demonteren en weer in elkaar zetten dus ik heb er alle vertrouwen in!
[05-12-2020, 20:38:12] Anja Berkemeijer: 😂😂😂😂
[06-12-2020, 18:21:19] Anja Berkemeijer: Ik heb zo'n hekel aan leclerc 😡
[06-12-2020, 18:22:58] Madeleine: 🤣🤣 nul punten wederom lage score ben ik bang
[06-12-2020, 18:23:15] Phons Berkemeijer: Wij allen vrees ik
[06-12-2020, 20:46:03] Phons Berkemeijer: Toch nog spectaculair geweest. Wat een speelgoed garage die Mercedes 😂😂
Wel zielig voor Russel
[06-12-2020, 20:58:52] Anthony van Tilburg: Vreemd, geen Hamilto in de Top 3!🏎🏎🏎
[06-12-2020, 20:59:10] Anthony van Tilburg: *Hamilton
[06-12-2020, 20:59:18] Madeleine: Zeker sneu voor Russel. Maar top van Perez 🏆
[06-12-2020, 21:00:34] Phons Berkemeijer: Dat ook. Zeker nadat ie vorige week ook al podium reed voordat ie uitviel
[06-12-2020, 21:11:35] Anja Berkemeijer: Had ik al gezegd dat ik leclerc een piep vind?
[06-12-2020, 21:12:49] Anthony van Tilburg: ... een enorme eikel!🦧
[06-12-2020, 21:16:19] Anja Berkemeijer: Idd
[06-12-2020, 21:33:43] Phons Berkemeijer: Het zit echt heeeel diep
[06-12-2020, 22:17:15] Madeleine: 😂😂
[14-12-2020, 18:42:38] Anthony van Tilburg: Phons, felicitaties.👊🏻Net als Max heb ik de laatste race gewonnen! Het seizoen is net even te kort geweest om de kop te pakken! Volgend jaar beter!🏎🏎🏎
‎[14-12-2020, 18:43:44] Anthony van Tilburg: ‎afbeelding weggelaten
[14-12-2020, 19:01:29] Phons Berkemeijer: Dank je wel.
[14-12-2020, 19:05:33] Phons Berkemeijer: Kijk Ant, jij mag best de eer hebben van de laatste etappe. 
Wereldkampioenen gunnen dat een ander ook wel 🤪
[14-12-2020, 19:34:51] Anja Berkemeijer: Ik heb de laatste race niet kunnen zien😢
Bijscholing.
Maarre volgend jaar gaan we er weer voor!
[14-12-2020, 19:35:06] Anja Berkemeijer: En madeleine heb je nu meteen vakantie?
[14-12-2020, 19:35:48] Phons Berkemeijer: Waar zag jij dan de uitslag per race?
[14-12-2020, 19:36:11] Anja Berkemeijer: Niet
‎[14-12-2020, 19:37:56] Anthony van Tilburg: ‎afbeelding weggelaten
[14-12-2020, 19:37:57] Madeleine: 😩 was het maar waar vanavond extra dienst. Ff buffelen voor de echte vakantie begint
[14-12-2020, 19:38:36] Madeleine: Valt mee niet tegen van mezelf🤣
[14-12-2020, 19:40:18] Phons Berkemeijer: Oké nooit gevonden. 👍
[14-12-2020, 20:00:20] Anja Berkemeijer: Wat jammer!
[14-12-2020, 20:01:11] Anja Berkemeijer: 👍👍👍
[30-12-2020, 12:05:52] Madeleine: ❤️❤️Ik wens je een mooi 2021🥂. Waarin Corona weer een biertje is 🍻, Donald alleen maar een eend 🦆, een Dissel alleen maar iets voor een caravan 🚙🏕️, de Jonge gewoon weer kaas 🧀, Positief weer positief 👍🏻✅🆗, Isolatie alleen maar iets wat je tussen je spouwmuur stopt 👷🏻‍♂️🛠️🪚, Wattenstaafjes alleen nog in je oren 👂🏻🧑🏻‍⚕️, Mondkapjes alleen nog voor bij het zagen 🤧😷❌🪚😷✅, vi(e)russen uit Moskou komen en niet uit Wuhan 🥸😑, 1,5 meter de minimale afname van bier bij de horeca wordt 📏🍻🍻🍻🍻🍻🍻🍻, kortom weer een "normaal" jaar maar wel met het besef dat alles niet zomaar "normaal" is.2️⃣0️⃣2️⃣1️⃣
[30-12-2020, 16:22:40] Phons Berkemeijer: Dank je wel. Ik wens jullie hetzelfde!
‎[30-12-2020, 16:27:31] Anja Berkemeijer: ‎afbeelding weggelaten
[30-12-2020, 16:27:51] Anja Berkemeijer: En dat alles wat je voor jezelf wensen zou maar uit mag komen!
‎[31-12-2020, 16:06:50] Madeleine: ‎video weggelaten
[31-12-2020, 16:07:36] Phons Berkemeijer: Laat maar komen 😂😂👍
[31-12-2020, 16:08:24] Anja Berkemeijer: Wel knap👍
[31-12-2020, 16:09:26] Anja Berkemeijer: Hebben jullie toevallig mijn parkeerkaart nog gevonden?
Zo niet ga ik een andere aanvragen en deze blokkeren
[31-12-2020, 16:12:08] Madeleine: Anth heeft vandaag🥺 als nagekeken maar hij is niet gevonden😔
[31-12-2020, 16:12:57] Anja Berkemeijer: Oké snap er niks van maar dank voor de moeite en ik bestel gewoon een nieuwe
[31-12-2020, 16:13:30] Madeleine: Ik begrijp er ook niks van.
[31-12-2020, 16:14:13] Anja Berkemeijer: Heel erg raar.
[31-12-2020, 16:15:22] Anja Berkemeijer: Misschien moeten we wel alvast naar een huisje gaan zoeken. 
Schijnt al volgeboekt te worden zelfs tot aan augustus zeiden Paul en Monique. 
Ze moesten zelf al kijken wanneer ze in hun eigen huisje terecht konden 🙈
[31-12-2020, 16:15:24] Phons Berkemeijer: Ik heb wel hoge parkeerrekeningen uit Amsterdam ontvangen?
[31-12-2020, 16:17:10] Madeleine: Oeps dan maar snel op zoek gaan
[31-12-2020, 16:17:23] Madeleine: 😂😂
